account_id;client_id;product_code;product_name;opened_at;closed_at;status
A1000383;C100534;DC;Дебетовая карта «Синица»;2025-08-23;;active
A1000384;C105584;DC;Дебетовая карта «Синица»;2022-06-12;2025-07-15;closed
A1000385;C100497;DC;Дебетовая карта «Синица»;2025-02-12;;active
A1000386;C105534;DC;Дебетовая карта «Синица»;2026-06-24;;active
A1000387;C105534;SV;Накопительный счёт «Копилка»;2026-08-10;2025-09-07;closed
A1000388;C103702;DC;Дебетовая карта «Синица»;2022-01-14;;active
A1000389;C100490;DC;Дебетовая карта «Синица»;2025-08-08;2026-11-18;closed
A1000390;C111522;DC;Дебетовая карта «Синица»;2026-11-17;;active
A1000391;C111522;SV;Накопительный счёт «Копилка»;2025-08-27;;active
A1000392;C111522;DC;Дебетовая карта «Синица»;2025-08-27;;active
A1000393;C102084;DC;Дебетовая карта «Синица»;2025-08-26;;active
A1000394;C111668;DC;Дебетовая карта «Синица»;2023-03-24;2026-09-17;closed
A1000395;C104521;DC;Дебетовая карта «Синица»;2025-08-21;;active
A1000396;C104521;DEP;Вклад «Гнездо»;2025-08-21;;active
A1000397;C106080;DC;Дебетовая карта «Синица»;2023-12-10;;active
A1000398;C106080;SV;Накопительный счёт «Копилка»;2023-02-02;;active
A1000399;C106080;DEP;Вклад «Гнездо»;2026-11-26;;active
A1000400;C110737;DC;Дебетовая карта «Синица»;2024-11-06;;active
A1000401;C110737;DEP;Вклад «Гнездо»;2024-10-22;;active
A1000402;C110993;DC;Дебетовая карта «Синица»;2023-11-19;;active
A1000403;C102152;DC;Дебетовая карта «Синица»;2025-09-14;;active
A1000404;C107318;DC;Дебетовая карта «Синица»;2025-12-13;;active
A1000405;C107318;SV;Накопительный счёт «Копилка»;2025-08-01;2025-02-28;closed
A1000406;C108265;DC;Дебетовая карта «Синица»;2024-10-07;;active
A1000407;C107470;DC;Дебетовая карта «Синица»;2022-12-05;;active
A1000408;C103623;DC;Дебетовая карта «Синица»;2023-03-07;;active
A1000409;C100966;DC;Дебетовая карта «Синица»;2026-12-02;;active
A1000410;C105241;DC;Дебетовая карта «Синица»;2022-04-07;;active
A1000411;C103388;DC;Дебетовая карта «Синица»;2022-03-17;2025-04-19;closed
A1000412;C105396;DC;Дебетовая карта «Синица»;2023-06-17;;active
A1000413;C105396;DC;Дебетовая карта «Синица»;2023-02-10;;active
A1000414;C108589;DC;Дебетовая карта «Синица»;2026-02-03;;active
A1000415;C108589;DC;Дебетовая карта «Синица»;2025-03-03;;active
A1000416;C109537;DC;Дебетовая карта «Синица»;2024-01-04;;active
A1000417;C101081;DC;Дебетовая карта «Синица»;2026-08-18;;active
A1000418;C107503;DC;Дебетовая карта «Синица»;2022-12-12;;active
A1000419;C107503;CC;Кредитная карта «Синица»;2026-10-15;;active
A1000420;C107503;CC;Кредитная карта «Синица»;2025-11-15;;active
A1000421;C105484;DC;Дебетовая карта «Синица»;2025-04-05;2025-10-23;closed
A1000422;C111388;DC;Дебетовая карта «Синица»;2025-06-25;2025-08-10;closed
A1000423;C104783;DC;Дебетовая карта «Синица»;2024-03-18;;active
A1000424;C104783;DC;Дебетовая карта «Синица»;2026-06-01;;active
A1000425;C101118;DC;Дебетовая карта «Синица»;2025-12-07;;active
A1000426;C105828;DC;Дебетовая карта «Синица»;2026-07-03;;active
A1000427;C103795;DC;Дебетовая карта «Синица»;2026-04-09;;active
A1000428;C106079;DC;Дебетовая карта «Синица»;2025-10-20;;active
A1000429;C106079;DC;Дебетовая карта «Синица»;2025-10-20;;active
A1000430;C110610;DC;Дебетовая карта «Синица»;2024-12-27;;active
A1000431;C110610;DC;Дебетовая карта «Синица»;2026-09-15;;active
A1000432;C110610;DC;Дебетовая карта «Синица»;2024-12-27;;active
A1000433;C107845;DC;Дебетовая карта «Синица»;2024-09-11;;active
A1000434;C111547;DC;Дебетовая карта «Синица»;2024-10-06;;active
A1000435;C111547;DC;Дебетовая карта «Синица»;2024-10-06;;active
A1000436;C111549;DC;Дебетовая карта «Синица»;2022-05-23;;active
A1000437;C108610;DC;Дебетовая карта «Синица»;2024-12-07;;active
A1000438;C103405;DC;Дебетовая карта «Синица»;2023-01-05;;active
A1000439;C103405;CC;Кредитная карта «Синица»;2022-06-10;;active
A1000440;C102811;DC;Дебетовая карта «Синица»;2021-07-02;;active
A1000441;C102811;SV;Накопительный счёт «Копилка»;2023-06-18;;active
A1000442;C111441;DC;Дебетовая карта «Синица»;2025-02-08;;active
A1000443;C102034;DC;Дебетовая карта «Синица»;2026-03-21;;active
A1000444;C108402;DC;Дебетовая карта «Синица»;2024-12-01;;active
A1000445;C108402;DC;Дебетовая карта «Синица»;2023-01-26;;active
A1000446;C100389;DC;Дебетовая карта «Синица»;2023-08-06;;active
A1000447;C108419;DC;Дебетовая карта «Синица»;2025-12-21;;active
A1000448;C101370;DC;Дебетовая карта «Синица»;2023-10-02;;active
A1000449;C101370;CC;Кредитная карта «Синица»;2026-02-27;2026-11-09;closed
A1000450;C101370;DC;Дебетовая карта «Синица»;2023-04-27;2025-05-20;closed
A1000451;C107639;DC;Дебетовая карта «Синица»;2023-03-06;;active
A1000452;C105525;DC;Дебетовая карта «Синица»;2021-02-19;;active
A1000453;C100038;DC;Дебетовая карта «Синица»;2023-07-12;2025-09-02;closed
A1000454;C100038;CC;Кредитная карта «Синица»;2024-05-25;;active
A1000455;C100038;DC;Дебетовая карта «Синица»;2025-03-23;;active
A1000456;C108123;DC;Дебетовая карта «Синица»;2025-11-17;;active
A1000457;C108123;DC;Дебетовая карта «Синица»;2026-09-02;;active
A1000458;C108123;SV;Накопительный счёт «Копилка»;2025-11-17;;active
A1000459;C104584;DC;Дебетовая карта «Синица»;2025-11-05;;active
A1000460;C104584;CC;Кредитная карта «Синица»;2025-11-05;;active
A1000461;C104584;DC;Дебетовая карта «Синица»;2025-11-05;;active
A1000462;C102757;DC;Дебетовая карта «Синица»;2022-09-05;;active
A1000463;C102757;DC;Дебетовая карта «Синица»;2023-08-28;;active
A1000464;C111797;DC;Дебетовая карта «Синица»;2023-10-16;;active
A1000465;C111797;CC;Кредитная карта «Синица»;2025-07-19;;active
A1000466;C111797;SV;Накопительный счёт «Копилка»;2024-03-22;;active
A1000467;C106670;DC;Дебетовая карта «Синица»;2024-08-28;;active
A1000468;C106670;CC;Кредитная карта «Синица»;2024-08-28;2026-05-28;closed
A1000469;C102658;DC;Дебетовая карта «Синица»;2025-11-27;;active
A1000470;C104214;DC;Дебетовая карта «Синица»;2023-11-17;;active
A1000471;C104214;DC;Дебетовая карта «Синица»;2024-03-12;;active
A1000472;C104214;DEP;Вклад «Гнездо»;2026-01-03;;active
A1000473;C102555;DC;Дебетовая карта «Синица»;2025-09-12;2026-10-17;closed
A1000474;C100816;DC;Дебетовая карта «Синица»;2025-05-08;;active
A1000475;C102192;DC;Дебетовая карта «Синица»;2024-11-28;;active
A1000476;C102192;DC;Дебетовая карта «Синица»;2024-11-28;;active
A1000477;C102192;DC;Дебетовая карта «Синица»;2024-11-28;;active
A1000478;C108987;DC;Дебетовая карта «Синица»;2022-09-25;;active
A1000479;C108819;DC;Дебетовая карта «Синица»;2022-12-12;;active
A1000480;C105816;DC;Дебетовая карта «Синица»;2024-06-12;;active
A1000481;C107143;DC;Дебетовая карта «Синица»;2026-05-18;;active
A1000482;C107143;CC;Кредитная карта «Синица»;2026-09-11;;active
A1000483;C106391;DC;Дебетовая карта «Синица»;2026-09-18;;active
A1000484;C100073;DC;Дебетовая карта «Синица»;2025-11-02;;active
A1000485;C100073;SV;Накопительный счёт «Копилка»;2025-11-02;;active
A1000486;C105815;DC;Дебетовая карта «Синица»;2025-11-20;;active
A1000487;C101316;DC;Дебетовая карта «Синица»;2023-09-20;;active
A1000488;C110388;DC;Дебетовая карта «Синица»;2026-05-10;;active
A1000489;C110388;DEP;Вклад «Гнездо»;2022-11-01;;active
A1000490;C100340;DC;Дебетовая карта «Синица»;2026-02-07;;active
A1000491;C100245;DC;Дебетовая карта «Синица»;2024-09-23;;active
A1000492;C100245;DC;Дебетовая карта «Синица»;2021-10-13;;active
A1000493;C100245;DC;Дебетовая карта «Синица»;2023-05-26;;active
A1000494;C101883;DC;Дебетовая карта «Синица»;2026-06-28;;active
A1000495;C105203;DC;Дебетовая карта «Синица»;2025-02-12;;active
A1000496;C109966;DC;Дебетовая карта «Синица»;2024-03-01;;active
A1000497;C109966;DC;Дебетовая карта «Синица»;2024-03-01;;active
A1000498;C109966;DC;Дебетовая карта «Синица»;2026-10-20;;active
A1000499;C106552;DC;Дебетовая карта «Синица»;2023-02-02;;active
A1000500;C105779;DC;Дебетовая карта «Синица»;2026-12-10;2025-04-11;closed
A1000501;C103277;DC;Дебетовая карта «Синица»;2023-09-10;;active
A1000502;C103277;DC;Дебетовая карта «Синица»;2023-09-10;;active
A1000503;C103277;DC;Дебетовая карта «Синица»;2025-05-17;;active
A1000504;C110427;DC;Дебетовая карта «Синица»;2026-02-12;;active
A1000505;C102880;DC;Дебетовая карта «Синица»;2024-10-16;;active
A1000506;C101279;DC;Дебетовая карта «Синица»;2023-08-19;;active
A1000507;C110354;DC;Дебетовая карта «Синица»;2025-10-08;;active
A1000508;C109516;DC;Дебетовая карта «Синица»;2026-04-04;;active
A1000509;C109516;DC;Дебетовая карта «Синица»;2022-10-07;;active
A1000510;C103587;DC;Дебетовая карта «Синица»;2026-04-13;;active
A1000511;C103587;CC;Кредитная карта «Синица»;2024-12-25;;active
A1000512;C100813;DC;Дебетовая карта «Синица»;2024-09-11;;active
A1000513;C100813;DC;Дебетовая карта «Синица»;2025-08-15;;active
A1000514;C104974;DC;Дебетовая карта «Синица»;2022-12-21;;active
A1000515;C101110;DC;Дебетовая карта «Синица»;2026-03-21;;active
A1000516;C105372;DC;Дебетовая карта «Синица»;2023-11-01;;active
A1000517;C105372;CC;Кредитная карта «Синица»;2025-12-23;2025-10-19;closed
A1000518;C106114;DC;Дебетовая карта «Синица»;2025-01-13;;active
